Epoch,Train Loss,Train Error,Test Loss,Test Error
155,1.65693152,0.53038,1.24871747,0.4182
156,1.66014965,0.53134,1.24553266,0.4169
157,1.65630593,0.53138,1.24200594,0.4141
158,1.65871636,0.5302,1.24287466,0.4193
159,1.65331513,0.5289,1.24584078,0.4156
160,1.65421062,0.52782,1.25017601,0.4176
161,1.65429669,0.5286,1.24227939,0.4185
162,1.65415105,0.52822,1.24629966,0.416
163,1.65010481,0.52554,1.24232785,0.4167
164,1.65364179,0.52866,1.24111488,0.4151
165,1.64905532,0.52638,1.23813054,0.415
166,1.65188473,0.52646,1.2280281,0.4133
167,1.64884808,0.52604,1.23507659,0.412
168,1.64931122,0.52578,1.23223625,0.414
169,1.64942604,0.52368,1.23850561,0.416
170,1.6467833,0.52334,1.22831799,0.4101
171,1.6442485,0.52156,1.22881505,0.4103
172,1.64614751,0.52078,1.2292248,0.4089
173,1.64678166,0.5264,1.23381313,0.4123
174,1.6449569,0.5235,1.22903501,0.4096
175,1.64517226,0.52258,1.22813568,0.4073
176,1.64274361,0.52104,1.2214588,0.4051
177,1.64146295,0.5202,1.22906548,0.4039
178,1.64228828,0.52112,1.23086197,0.4089
179,1.64442973,0.52124,1.22848138,0.4089
180,1.64328821,0.5214,1.2259568,0.4082
181,1.64128034,0.5211,1.22503759,0.4065
182,1.64353122,0.52388,1.22286684,0.4086
183,1.63629611,0.51778,1.22643138,0.4032
184,1.63734,0.5189,1.22305175,0.4088
185,1.63699923,0.51876,1.21642303,0.4036
186,1.6377628,0.52006,1.21902904,0.4102
187,1.63823237,0.52008,1.2212729,0.4018
188,1.63387769,0.51686,1.22188746,0.4072
189,1.63621428,0.51804,1.2202007,0.4069
190,1.63671962,0.51764,1.22016488,0.4051
191,1.63582146,0.52066,1.20962521,0.402
192,1.63641117,0.51988,1.22024574,0.4053
193,1.6341853,0.51752,1.2120344,0.4001
194,1.63271428,0.51696,1.21381968,0.4034
195,1.63259409,0.51814,1.21590567,0.406
196,1.63015384,0.51574,1.20836854,0.4035
197,1.63316687,0.51732,1.21136687,0.4052
198,1.6302908,0.51482,1.20797713,0.4024
199,1.63315032,0.51584,1.2082955,0.4034
200,1.63221234,0.51648,1.209613,0.4018
201,1.62742639,0.51506,1.20764745,0.4041
202,1.63163532,0.51528,1.20259398,0.3991
203,1.62768836,0.5155,1.20473422,0.4014
204,1.63204956,0.51542,1.20804199,0.4007
205,1.63035444,0.514,1.20816662,0.4005
206,1.62782977,0.51454,1.20620205,0.3973
207,1.62472254,0.51318,1.20336069,0.3989
208,1.62393376,0.5105,1.21330955,0.3958
209,1.62348334,0.5117,1.20123071,0.3963
210,1.62564897,0.51386,1.2046673,0.3997
211,1.62696532,0.51164,1.20751792,0.3985
212,1.62403162,0.51294,1.20658494,0.3982
213,1.62659449,0.51388,1.20327575,0.3965
214,1.62721226,0.51448,1.19784714,0.3941
215,1.62074089,0.51094,1.19978486,0.3944
216,1.61992936,0.51112,1.19393866,0.3956
217,1.6247653,0.51414,1.19802965,0.3968
218,1.61958724,0.50788,1.19662125,0.3943
219,1.62320469,0.5103,1.20062749,0.3963
220,1.6217232,0.50948,1.1989395,0.3962
221,1.61779967,0.50826,1.19619143,0.3937
222,1.6187651,0.5094,1.20654338,0.3998
223,1.6173089,0.50796,1.19606206,0.3945
224,1.61979969,0.5105,1.19383534,0.395
225,1.61754937,0.50942,1.19517003,0.3939
226,1.61844675,0.50932,1.19179178,0.3968
227,1.61854604,0.51046,1.19178734,0.3936
228,1.61693449,0.50592,1.19083301,0.3943
229,1.62037257,0.51134,1.19435434,0.3953
230,1.6130586,0.50684,1.19152704,0.3944
231,1.61502551,0.5088,1.18963851,0.3959
232,1.61651262,0.50984,1.19076927,0.3957
233,1.61660558,0.5083,1.19421071,0.3922
234,1.61438043,0.50738,1.18654955,0.391
235,1.61444207,0.50696,1.18327758,0.3899
236,1.61456904,0.50672,1.18707779,0.3905
237,1.61296686,0.50868,1.18642125,0.3972
238,1.61245634,0.50458,1.19015641,0.3873
239,1.61243725,0.5072,1.19171896,0.3887
240,1.61418086,0.50498,1.18213838,0.388
241,1.60885284,0.50596,1.18046619,0.3881
242,1.61354125,0.50656,1.18718856,0.3903
243,1.60919404,0.50678,1.18878089,0.3915
244,1.61222226,0.50464,1.18501384,0.3908
245,1.60844424,0.5028,1.18692561,0.3918
246,1.60916252,0.5044,1.18137146,0.387
247,1.6121269,0.5049,1.18051661,0.3858
248,1.6099033,0.50468,1.17957869,0.3862
249,1.60982566,0.50548,1.18764363,0.3887
250,1.60720558,0.50376,1.17557808,0.3826
251,1.60774912,0.5047,1.18068164,0.3854
252,1.60953663,0.50412,1.16637728,0.383
253,1.60924406,0.50496,1.17993489,0.3878
254,1.60647603,0.5059,1.1855224,0.3886
255,1.60580646,0.50344,1.17231003,0.3859
256,1.60668332,0.50206,1.17063194,0.3833
257,1.60507693,0.5042,1.17402451,0.3873
258,1.60687375,0.50368,1.17107422,0.3875
259,1.60482868,0.50138,1.17072207,0.3878
260,1.60981378,0.50292,1.17084806,0.385
261,1.60429165,0.50426,1.17227964,0.3835
262,1.60525311,0.50214,1.1699659,0.3827
263,1.60223042,0.49938,1.17352573,0.3827
264,1.60437782,0.50304,1.16814951,0.3824
265,1.60207629,0.50152,1.17315179,0.3845
266,1.6026306,0.50452,1.17230756,0.3828
267,1.60458114,0.5004,1.17150333,0.3816
268,1.60245028,0.5009,1.16978979,0.3843
269,1.60181094,0.50228,1.16456335,0.3826
270,1.59960571,0.4991,1.16204828,0.3786
271,1.60478885,0.50062,1.16960408,0.3825
272,1.59971115,0.49944,1.16818223,0.3813
273,1.59992395,0.4985,1.16751424,0.3805
274,1.60313972,0.5014,1.1598944,0.381
275,1.60205358,0.50002,1.16908534,0.3797
276,1.59933609,0.49756,1.16070978,0.3838
277,1.60186154,0.502,1.17581282,0.3871
278,1.59356553,0.49588,1.16177907,0.3845
279,1.5983832,0.49838,1.16675337,0.3829
280,1.5991838,0.49818,1.1657142,0.3849
281,1.59615156,0.49974,1.16359936,0.3827
282,1.59656949,0.49944,1.16315141,0.3826
283,1.59675534,0.49798,1.16330708,0.3787
284,1.59597534,0.49842,1.16078993,0.3761
285,1.59501191,0.49828,1.16010553,0.3814
286,1.59422272,0.49934,1.16462906,0.3789
287,1.59527308,0.49584,1.158604,0.3796
288,1.59591705,0.49696,1.16216765,0.3802
289,1.59523637,0.49854,1.16335373,0.382
290,1.59788096,0.49932,1.15917388,0.3827
291,1.59558824,0.49724,1.16341256,0.3805
292,1.59599548,0.4975,1.16175145,0.3841
293,1.59360041,0.4978,1.15621462,0.3757
294,1.59148106,0.49684,1.15912135,0.3762
295,1.59404558,0.49584,1.16785348,0.3815
296,1.59238036,0.49706,1.16463587,0.3805
297,1.5943087,0.49604,1.16343615,0.3813
298,1.59365594,0.4975,1.15876358,0.3807
299,1.59541975,0.49716,1.15589243,0.375
300,1.59044545,0.49604,1.15940342,0.3753
301,1.59318143,0.49716,1.15472481,0.376
302,1.58964418,0.49228,1.15719138,0.3776
303,1.58975731,0.49722,1.1522097,0.3724
304,1.59019255,0.49642,1.16414169,0.3765
305,1.59309333,0.49726,1.16524485,0.3791
306,1.5908896,0.49506,1.1565875,0.3762
307,1.58919377,0.49512,1.15977356,0.3731
308,1.58925406,0.49606,1.144664,0.3727
309,1.59093843,0.49352,1.15141974,0.3771
310,1.58659853,0.49298,1.15129504,0.3739
311,1.58672209,0.49572,1.15547435,0.3782
312,1.59140826,0.49538,1.14961976,0.3732
313,1.58557454,0.49244,1.15358189,0.3733
314,1.59097531,0.49684,1.15215658,0.3733
315,1.58477209,0.49302,1.14858334,0.3702
316,1.58699051,0.49176,1.1416294,0.371
317,1.58665799,0.49178,1.15049187,0.3711
318,1.58783266,0.49496,1.14943659,0.3738
319,1.58723696,0.49338,1.15187784,0.3718
320,1.58501386,0.49238,1.14865863,0.3713
321,1.58892117,0.49456,1.15430617,0.3744
322,1.58525686,0.49338,1.14406128,0.3715
323,1.58424104,0.48966,1.15246759,0.371
324,1.58577108,0.493,1.15331714,0.3746
325,1.58747847,0.49326,1.15217999,0.3746
326,1.58700093,0.4932,1.14439788,0.3715
327,1.58543389,0.49418,1.14478987,0.3726
328,1.58467638,0.49182,1.14809416,0.3724
329,1.58192086,0.49172,1.14622313,0.374
330,1.58113396,0.4895,1.13909795,0.3719
331,1.58474022,0.49412,1.14735483,0.3724
332,1.581481,0.49214,1.14511721,0.3718
333,1.58602791,0.49384,1.14668949,0.3752
334,1.58454403,0.49244,1.14382654,0.3685
335,1.58261043,0.49204,1.14640254,0.3708
336,1.58334088,0.49044,1.14204741,0.3683
337,1.58240142,0.49052,1.14149769,0.3686
338,1.58186272,0.48962,1.13843231,0.3676
339,1.58119447,0.48906,1.1447642,0.37
340,1.58360442,0.49118,1.14682566,0.3709
341,1.57853176,0.4916,1.14516681,0.3705
342,1.58005934,0.4904,1.14080837,0.3677
343,1.57994056,0.48846,1.14367953,0.3695
344,1.58090485,0.48978,1.14261552,0.3705
345,1.57851012,0.48974,1.13871733,0.3689
346,1.57921803,0.48966,1.13909259,0.3666
347,1.57903973,0.48862,1.1443255,0.3716
348,1.5772279,0.48806,1.14411256,0.3695
349,1.57816587,0.48936,1.14619902,0.3664
350,1.57834884,0.48978,1.14547777,0.3725
351,1.57840153,0.4896,1.14576394,0.3704
352,1.57686114,0.4879,1.14408109,0.3649
353,1.57343974,0.4877,1.14480926,0.3672
354,1.57727477,0.48732,1.13673542,0.3656
355,1.57929407,0.4899,1.13645486,0.3629
356,1.57698589,0.48828,1.14247224,0.3678
357,1.57885633,0.48766,1.14289324,0.3638
358,1.57889075,0.48696,1.13558735,0.3624
359,1.57625738,0.48848,1.14369034,0.367
360,1.57910079,0.48748,1.14161829,0.3647
361,1.57620162,0.48702,1.14572856,0.3653
362,1.57753602,0.48948,1.14558638,0.3696
363,1.57470899,0.48686,1.136755,0.3677
364,1.57833155,0.4875,1.14246352,0.3691
365,1.5757905,0.4889,1.14198111,0.3675
366,1.57694959,0.48666,1.13491028,0.3629
367,1.57243505,0.48426,1.13657161,0.3624
368,1.57478335,0.48602,1.13397831,0.3632
369,1.57465318,0.48584,1.13122747,0.3617
370,1.57399127,0.4848,1.13144896,0.3605
371,1.57589829,0.48788,1.1305604,0.3602
372,1.5729463,0.48448,1.13036274,0.3634
373,1.57423724,0.48644,1.13119604,0.3616
374,1.56866094,0.48572,1.13047601,0.359
375,1.5739589,0.48706,1.13778946,0.365
376,1.57267961,0.4877,1.13442331,0.3608
377,1.57344282,0.48544,1.13745621,0.3628
378,1.5733746,0.48652,1.12821644,0.3606
379,1.571117,0.48668,1.13180383,0.3585
380,1.57245109,0.4875,1.1268072,0.3598
381,1.57376795,0.48532,1.13935625,0.3646
382,1.5728978,0.4854,1.13385913,0.3619
383,1.57215359,0.48476,1.13087768,0.3624
384,1.5706955,0.48644,1.12269795,0.3632
385,1.56847282,0.48474,1.12307102,0.3604
386,1.57144724,0.48352,1.12508741,0.3569
387,1.57027105,0.48368,1.12380462,0.359
388,1.5728456,0.48482,1.12706478,0.3625
389,1.57569625,0.48738,1.12954549,0.3592
390,1.56696427,0.4822,1.13833779,0.3639
391,1.56946008,0.48346,1.11933684,0.3589
392,1.57079503,0.48564,1.12590828,0.3623
393,1.56957344,0.48552,1.12676321,0.3604
394,1.57095532,0.48712,1.13440581,0.3611
395,1.56724565,0.48282,1.12118866,0.3602
396,1.56889006,0.48416,1.12826187,0.3593
397,1.56956097,0.4865,1.12959347,0.3604
398,1.56974608,0.4848,1.13210075,0.3634
399,1.56924856,0.48544,1.13496928,0.3615
400,1.56629937,0.48506,1.12935739,0.3625
401,1.56863113,0.48276,1.12497342,0.3582
402,1.56965735,0.48374,1.12657129,0.3598
403,1.57006539,0.48568,1.12899736,0.3581
404,1.56629148,0.4835,1.12774368,0.3599
405,1.56673114,0.4849,1.12429708,0.3587
406,1.56703811,0.48502,1.12629452,0.3622
407,1.56584167,0.48372,1.12479453,0.3586
408,1.56670764,0.48214,1.12945788,0.3593
409,1.56935245,0.48478,1.12567066,0.3588
410,1.56334842,0.4815,1.12228977,0.366
411,1.565308,0.48524,1.12337517,0.3587
412,1.56256776,0.48244,1.12853757,0.3595
413,1.56631812,0.4801,1.12819104,0.3595
414,1.5630252,0.48064,1.12638295,0.3619
415,1.56274853,0.4822,1.1210968,0.3583
416,1.56509908,0.48326,1.12413483,0.3561
417,1.56432503,0.48018,1.12619229,0.3575
418,1.56434652,0.48262,1.12401513,0.355
419,1.56443782,0.4844,1.12382807,0.3574
420,1.56508619,0.4831,1.12164114,0.3587
421,1.56351568,0.48042,1.11707572,0.3572
422,1.56450188,0.484,1.12078633,0.3609
423,1.56058641,0.48264,1.11466264,0.3592
424,1.56006199,0.48084,1.12257293,0.3613
425,1.56055978,0.48062,1.13062053,0.3587
426,1.56729615,0.48364,1.11981489,0.3582
427,1.56521374,0.48262,1.12144901,0.3598
428,1.56005894,0.4829,1.12940786,0.3602
429,1.56534579,0.4804,1.13021824,0.3657
430,1.56476326,0.48116,1.11939433,0.3575
431,1.55981215,0.48186,1.11682311,0.3602
432,1.56281263,0.48208,1.11386677,0.3583
433,1.56410263,0.48404,1.1200924,0.3546
434,1.56092016,0.48068,1.11538789,0.3582
435,1.561582,0.4795,1.12426562,0.3576
436,1.56134615,0.48328,1.11698968,0.3567
437,1.55899129,0.4814,1.12245896,0.357
438,1.5617759,0.4791,1.11263795,0.355
439,1.56000426,0.48112,1.12463552,0.3554
440,1.55770833,0.47864,1.11505336,0.3563
441,1.56220783,0.48136,1.11508088,0.3568
442,1.55856179,0.47834,1.11653394,0.359
443,1.56176663,0.47916,1.11856123,0.3598
444,1.55857066,0.47856,1.11343432,0.3565
445,1.55732242,0.4779,1.11647628,0.3539
446,1.55632553,0.47756,1.11211268,0.3548
447,1.55576348,0.47696,1.11865714,0.3579
448,1.55434741,0.47728,1.11047195,0.3551
449,1.55721234,0.47876,1.10792232,0.3559
450,1.55986187,0.47972,1.11078378,0.3563
451,1.55911467,0.47954,1.11334105,0.3535
452,1.55844633,0.47986,1.11693778,0.3549
453,1.56026632,0.4796,1.11539474,0.3564
454,1.55947798,0.48062,1.11672972,0.3564
455,1.55516399,0.47638,1.11581286,0.3542
456,1.55503518,0.4764,1.1190472,0.3534
457,1.55824901,0.4797,1.11170925,0.3516
458,1.56011006,0.4801,1.11392801,0.3536
459,1.55736898,0.47732,1.11726395,0.3544
460,1.56140122,0.4802,1.11500415,0.3499
461,1.55556856,0.47744,1.10528363,0.3518
462,1.55719639,0.47738,1.10365713,0.3502
463,1.55431684,0.4782,1.1068982,0.35
464,1.55683871,0.4793,1.1123574,0.3508
465,1.55901157,0.47948,1.11434862,0.3534
466,1.5560527,0.47676,1.11056174,0.3521
467,1.55624627,0.47772,1.10614431,0.3522
468,1.55681562,0.479,1.11128478,0.3533
469,1.55603459,0.47718,1.10815144,0.352
470,1.56086802,0.48152,1.12479877,0.3554
471,1.55583029,0.4778,1.10721391,0.3517
472,1.55648721,0.47882,1.10774786,0.357
473,1.55608112,0.48052,1.11071938,0.3534
474,1.55804889,0.4785,1.11104648,0.3521
475,1.55662742,0.4798,1.10373137,0.35
476,1.55272361,0.47664,1.11830814,0.3528
477,1.55372034,0.47766,1.10526255,0.3531
478,1.55335418,0.47674,1.11828848,0.3541
479,1.55395683,0.4774,1.11021225,0.3519
480,1.54908185,0.47638,1.10867046,0.3533
481,1.55512796,0.47782,1.11528045,0.3566
482,1.55612755,0.48042,1.11304191,0.3508
483,1.55461569,0.47712,1.11108697,0.3553
484,1.5582133,0.47636,1.10732335,0.3489
485,1.55521086,0.47652,1.10912031,0.3521
486,1.55588642,0.47772,1.10835279,0.3494
487,1.55417081,0.47618,1.10391577,0.3542
488,1.55666024,0.4788,1.10654703,0.3514
489,1.55355252,0.47806,1.10931052,0.3492
490,1.55505762,0.47814,1.10112881,0.3492
491,1.55090313,0.47558,1.1076364,0.3491
492,1.55366865,0.47608,1.10504239,0.3503
493,1.55028721,0.4743,1.11004886,0.3501
494,1.55280625,0.476,1.09892833,0.3505
495,1.55017141,0.4739,1.10581225,0.349
496,1.55266276,0.47658,1.10219527,0.3486
497,1.55241551,0.47722,1.10324185,0.3491
498,1.54819488,0.47526,1.10709034,0.3516
499,1.55022854,0.47602,1.09627096,0.348
500,1.55267789,0.47716,1.10348528,0.3508
