Epoch,Train Loss,Train Error,Test Loss,Test Error
104,0.331874332,0.10952,1.26779688,0.2749
105,0.322221457,0.10814,1.19070865,0.266
106,0.323905924,0.10892,1.22674637,0.2735
107,0.308163999,0.1028,1.22505137,0.2644
108,0.304478997,0.10316,1.22518809,0.2673
109,0.308089885,0.10258,1.23364558,0.2845
110,0.297215139,0.10078,1.32210187,0.2854
111,0.291119444,0.09774,1.26974954,0.2739
112,0.290965038,0.09772,1.20197438,0.254
113,0.284951203,0.09698,1.23709634,0.2625
114,0.282543341,0.09666,1.29951644,0.2584
115,0.281171948,0.09554,1.28686184,0.2772
116,0.279739753,0.09538,1.30053116,0.2659
117,0.271171681,0.0916,1.3217604,0.2697
118,0.265679999,0.0885,1.27450008,0.2665
119,0.274980907,0.09322,1.3581184,0.2948
120,0.255609249,0.08684,1.37988293,0.2775
121,0.253517511,0.08518,1.33023004,0.2684
122,0.251119161,0.08522,1.26718159,0.2557
123,0.247416544,0.0842,1.27595353,0.2657
124,0.253227378,0.08484,1.30246499,0.2735
125,0.245099841,0.08392,1.31364277,0.258
126,0.240831622,0.08232,1.2785864,0.2594
127,0.243084985,0.08218,1.43565626,0.3118
128,0.230794836,0.07878,1.42689746,0.2947
129,0.240296529,0.08244,1.32221592,0.2628
130,0.234032493,0.08058,1.37056691,0.286
131,0.224215014,0.077,1.37285151,0.2741
132,0.22204544,0.07566,1.42945363,0.2772
133,0.228911756,0.07824,1.35310062,0.2661
134,0.216135118,0.07342,1.42014623,0.2694
135,0.219523578,0.07578,1.41023339,0.2821
136,0.211104057,0.07258,1.36374209,0.2611
137,0.215765249,0.07372,1.39332378,0.2827
138,0.22132716,0.0756,1.36550655,0.26
139,0.207919246,0.07124,1.37089722,0.2601
140,0.201224752,0.07022,1.36914675,0.2541
141,0.200143318,0.06946,1.52036997,0.2817
142,0.198748327,0.06818,1.40313659,0.269
143,0.196755694,0.068,1.38378946,0.2587
144,0.203137911,0.0689,1.43476636,0.2799
145,0.192422256,0.06596,1.41521665,0.2716
146,0.193200609,0.06638,1.39910852,0.2675
147,0.190646412,0.0656,1.51804645,0.2785
148,0.189348427,0.06602,1.35024012,0.2566
149,0.1901905,0.06534,1.46354914,0.2627
150,0.182623809,0.06364,1.51049359,0.2854
151,0.188019466,0.06498,1.45700474,0.2734
152,0.188418507,0.0652,1.55112777,0.2872
153,0.183212087,0.06198,1.39523138,0.2769
154,0.178095999,0.0606,1.4738678,0.2553
155,0.183698944,0.06404,1.41673255,0.255
156,0.17007226,0.05774,1.44497395,0.2532
157,0.175596431,0.06052,1.43414708,0.2675
158,0.173732166,0.05982,1.48430365,0.2677
159,0.173567158,0.05822,1.50963623,0.2635
160,0.165435768,0.0568,1.47499846,0.282
161,0.168567215,0.05756,1.53915167,0.2904
162,0.167129888,0.05754,1.40965948,0.2567
163,0.166364101,0.05722,1.55379885,0.2911
164,0.167783954,0.05762,1.44289225,0.2832
165,0.154918358,0.05388,1.49064587,0.2774
166,0.163225419,0.05652,1.47521357,0.2591
167,0.16395497,0.05574,1.56043733,0.2741
168,0.162643332,0.05568,1.4340762,0.2541
169,0.159702539,0.055,1.44453498,0.2619
170,0.159795697,0.055,1.48282105,0.2726
171,0.154483609,0.053,1.47569404,0.2633
172,0.148345015,0.05156,1.48659621,0.2614
173,0.15932688,0.05636,1.54030828,0.2861
174,0.158440708,0.0522,1.52371862,0.2736
175,0.146450961,0.05024,1.44973364,0.2572
176,0.146717711,0.05114,1.55414081,0.2693
177,0.146628314,0.05018,1.4869443,0.2607
178,0.148724728,0.05198,1.56828291,0.2773
179,0.148104873,0.05038,1.527273,0.2747
180,0.144511409,0.04936,1.51066099,0.2729
181,0.145845566,0.05038,1.57250386,0.265
182,0.146436057,0.05042,1.55299189,0.2763
183,0.140741323,0.0479,1.50529422,0.2659
184,0.142032394,0.04906,1.48969891,0.2561
185,0.141991094,0.04878,1.58068606,0.2816
186,0.145466858,0.0504,1.50588028,0.2638
187,0.139963869,0.0474,1.51001454,0.2579
188,0.134159529,0.04626,1.57965038,0.2814
189,0.1370054,0.0466,1.49659124,0.2654
190,0.137390688,0.04658,1.55099078,0.2542
191,0.130620284,0.04488,1.60752392,0.2795
192,0.138330921,0.0477,1.54082257,0.2666
193,0.134342251,0.04604,1.50332043,0.2673
194,0.131563818,0.04456,1.59842303,0.2666
195,0.13548589,0.04584,1.46751018,0.2498
196,0.130927157,0.04498,1.57934486,0.2607
197,0.130320483,0.04344,1.52202247,0.2714
198,0.127391721,0.04452,1.55862678,0.2748
199,0.129093801,0.04486,1.62811486,0.2792
200,0.127192778,0.04374,1.53343667,0.2619
201,0.116695832,0.04072,1.58385985,0.2645
202,0.12652379,0.04342,1.57900084,0.2768
203,0.124567899,0.04362,1.67585582,0.2684
204,0.121968088,0.04142,1.54512475,0.2589
205,0.127633403,0.0438,1.60181906,0.2715
206,0.123377203,0.042,1.61770827,0.2757
207,0.118872854,0.04044,1.5016667,0.2502
208,0.123438168,0.04214,1.51158156,0.262
209,0.123504719,0.04226,1.61651145,0.2756
210,0.120507433,0.04194,1.4986083,0.2564
211,0.119413216,0.04022,1.62846564,0.2783
212,0.120685868,0.04202,1.55157785,0.2597
213,0.119814579,0.0405,1.55854529,0.2719
214,0.120558592,0.0403,1.53554367,0.2714
215,0.118926938,0.0404,1.57778819,0.2665
216,0.112945027,0.03988,1.51369746,0.2463
217,0.116019868,0.04034,1.5196007,0.2537
218,0.113191615,0.03838,1.59914642,0.2706
219,0.116257201,0.03988,1.56233915,0.2675
220,0.112332041,0.03878,1.52886483,0.2591
221,0.110462454,0.03794,1.58693372,0.2462
222,0.110512807,0.03808,1.5733845,0.257
223,0.111025462,0.0383,1.58286682,0.2567
224,0.109742089,0.03704,1.63722054,0.2769
225,0.112092711,0.03782,1.63640797,0.2704
226,0.10852169,0.03632,1.6824452,0.2597
227,0.106264028,0.03642,1.61409503,0.275
228,0.111792645,0.03838,1.63669774,0.2685
229,0.105625994,0.03544,1.54067438,0.2583
230,0.101921245,0.034,1.60452827,0.2598
231,0.100048182,0.03346,1.64217371,0.2781
232,0.112865483,0.03904,1.61777279,0.2616
233,0.103100813,0.03484,1.68164347,0.2731
234,0.101474585,0.03474,1.61688495,0.2692
235,0.108336056,0.03674,1.53600511,0.2481
236,0.100057497,0.03396,1.58088287,0.2597
237,0.109956132,0.0378,1.56070408,0.2484
238,0.106425724,0.03614,1.63389648,0.2646
239,0.104319233,0.03538,1.58412931,0.2572
240,0.0999425421,0.03462,1.56814013,0.2562
241,0.105347194,0.03564,1.66637832,0.2861
242,0.0975316918,0.03302,1.59040605,0.2616
243,0.103038409,0.03454,1.61426128,0.26
244,0.0996986341,0.03428,1.68025288,0.2747
245,0.105932286,0.03616,1.6127807,0.2626
246,0.0980024198,0.03294,1.58616504,0.2538
247,0.0919190275,0.03178,1.59208869,0.2554
248,0.10128422,0.03394,1.60871084,0.2603
249,0.0982439699,0.03356,1.66960702,0.2713
250,0.0975761543,0.03312,1.61309543,0.2587
251,0.0989387039,0.03284,1.57954049,0.2547
252,0.0977164856,0.03346,1.58738142,0.2621
253,0.0907599116,0.0315,1.61662516,0.2696
254,0.0914470266,0.03176,1.56522962,0.2517
255,0.0940503399,0.03116,1.59387827,0.2582
256,0.0997025917,0.03368,1.54803229,0.2453
257,0.0882724227,0.03036,1.69178913,0.2654
258,0.0955775377,0.03286,1.60252159,0.2643
259,0.0980802117,0.03398,1.62600091,0.2695
260,0.0917329374,0.03136,1.60410431,0.258
261,0.0930609961,0.03132,1.76410362,0.2812
262,0.0919678056,0.03158,1.67255176,0.2702
263,0.0865119199,0.03004,1.68569079,0.2682
264,0.094077978,0.03256,1.68230364,0.2693
265,0.0942090658,0.03174,1.74226368,0.2748
266,0.0932969837,0.03192,1.65670641,0.2689
267,0.0876303632,0.02934,1.6167694,0.2555
268,0.0897380182,0.03088,1.70828654,0.2792
269,0.088685981,0.0304,1.66751403,0.2583
270,0.0894316802,0.03006,1.61013326,0.2555
271,0.0868007171,0.03058,1.61125188,0.2572
272,0.0834260754,0.02794,1.67995022,0.268
273,0.0905532691,0.03026,1.66080403,0.2519
274,0.0928326669,0.03176,1.69630129,0.2662
275,0.0877801397,0.02968,1.77094718,0.2583
276,0.0827548159,0.02852,1.65155305,0.2546
277,0.0836806106,0.02886,1.63705553,0.2689
278,0.0848858921,0.0284,1.64853214,0.2546
279,0.0828538421,0.02884,1.66218508,0.2578
280,0.0807059367,0.02822,1.68563835,0.2517
281,0.0844566015,0.02914,1.66432141,0.254
282,0.0864777548,0.03032,1.65875046,0.2626
283,0.0844353062,0.02874,1.62333647,0.2598
284,0.0844711925,0.02888,1.62142912,0.2388
285,0.0819176386,0.02816,1.62139372,0.2583
286,0.0844045584,0.02894,1.67428125,0.2599
287,0.0827500169,0.02874,1.62849632,0.25
288,0.0846163255,0.02864,1.65647502,0.2548
289,0.0810149827,0.02774,1.71864928,0.2716
290,0.0812955333,0.02764,1.6482557,0.2496
291,0.0869019635,0.02908,1.61001089,0.2615
292,0.0784010785,0.02634,1.67723895,0.2608
293,0.081639354,0.02834,1.75568865,0.2532
294,0.0810599937,0.02752,1.63690824,0.2534
295,0.0778689312,0.02708,1.63475041,0.2492
296,0.0889871335,0.03034,1.70251163,0.2612
297,0.080727426,0.02734,1.69045413,0.2582
298,0.079691949,0.02712,1.60454615,0.2494
299,0.0791373221,0.02646,1.6281627,0.243
300,0.0729795524,0.02484,1.7104156,0.2683
301,0.0738670224,0.0255,1.67420335,0.2524
302,0.0813501384,0.02748,1.63183639,0.2446
303,0.0720224975,0.02432,1.65842316,0.2583
304,0.0773975718,0.0271,1.68678245,0.2595
305,0.0789231335,0.02754,1.69924992,0.2537
306,0.0797378584,0.0273,1.64839541,0.246
307,0.0739687262,0.02496,1.63009799,0.2365
308,0.0737559308,0.02434,1.6840774,0.2594
309,0.0746427155,0.02562,1.70515955,0.2526
310,0.0721544036,0.02464,1.6621626,0.2535
311,0.0765197827,0.02634,1.69002579,0.2528
312,0.0770605481,0.02584,1.7327943,0.2657
313,0.0752353265,0.02518,1.63599939,0.2469
314,0.0751198952,0.02606,1.73213476,0.2593
315,0.0747690516,0.02564,1.63082223,0.2466
316,0.0723289565,0.02466,1.65436367,0.2597
317,0.0737807451,0.02462,1.64316442,0.2556
318,0.0738778205,0.0255,1.65139404,0.258
319,0.0708064259,0.0239,1.6638912,0.2486
320,0.0691173018,0.0234,1.64229929,0.2487
321,0.0721922771,0.02446,1.7134584,0.2593
322,0.068872317,0.02362,1.70067708,0.2537
323,0.0698981108,0.02332,1.69756527,0.2512
324,0.071363237,0.02412,1.676965,0.2542
325,0.0715281993,0.02446,1.67898288,0.2522
326,0.0701112567,0.02348,1.63169646,0.2419
327,0.0766392157,0.02592,1.68096144,0.261
328,0.0659003521,0.02266,1.66839025,0.2524
329,0.0719763919,0.02472,1.74015189,0.2668
330,0.0723359093,0.02518,1.65446164,0.2513
331,0.0718122662,0.02416,1.66495204,0.2533
332,0.0705974297,0.02468,1.69090648,0.2511
333,0.0705188946,0.02416,1.80122705,0.2793
334,0.06959351,0.0233,1.6906852,0.2631
335,0.0693145561,0.0229,1.73594108,0.2496
336,0.0684760429,0.02308,1.67198003,0.2565
337,0.0697007504,0.02286,1.6641116,0.2497
338,0.0681456826,0.02396,1.77823199,0.2689
339,0.0651274424,0.0224,1.72545447,0.2537
340,0.0690624683,0.02284,1.71787111,0.2602
341,0.0678860145,0.02298,1.6883156,0.2537
342,0.0670308555,0.0231,1.70801143,0.2544
343,0.0674075228,0.02322,1.72322756,0.2525
344,0.0712601244,0.02492,1.60785868,0.2342
345,0.0651292644,0.02188,1.69503299,0.2509
346,0.0661643443,0.02288,1.6829564,0.2445
347,0.0634300624,0.02164,1.67371828,0.244
348,0.0667972857,0.02246,1.69817524,0.2604
349,0.0667221974,0.02358,1.771477,0.2502
350,0.0680053519,0.0226,1.69025178,0.2471
351,0.0686062522,0.02356,1.63944303,0.2428
352,0.0616707699,0.02114,1.71244758,0.2489
353,0.0659928811,0.02234,1.66735254,0.2413
354,0.0707984798,0.0237,1.67624219,0.2584
355,0.0703413211,0.02318,1.74307553,0.2671
356,0.0642718982,0.02158,1.71701787,0.2454
357,0.0627766761,0.02106,1.6171267,0.2387
358,0.059768316,0.01912,1.67202812,0.234
359,0.0672136339,0.0228,1.69747222,0.2448
360,0.0662038983,0.02274,1.69614069,0.2444
361,0.062751044,0.02142,1.85162619,0.2794
362,0.065614237,0.02212,1.65809102,0.2434
363,0.0635684235,0.02142,1.73155965,0.2456
364,0.062062907,0.02082,1.72577501,0.2591
365,0.0634252528,0.02208,1.64974113,0.2411
366,0.0675272149,0.02324,1.69930148,0.243
367,0.0677380204,0.02358,1.70363556,0.2534
368,0.0613521446,0.02038,1.75129359,0.251
369,0.0652963621,0.02202,1.73926814,0.2394
370,0.0602353926,0.02052,1.66825322,0.2478
371,0.0609697362,0.02072,1.74162512,0.2664
372,0.0639266783,0.02166,1.70489798,0.2458
373,0.058021311,0.02014,1.806355,0.264
374,0.0608022046,0.02102,1.68938451,0.2502
375,0.0605211111,0.0205,1.70524644,0.2534
376,0.062903896,0.02222,1.73208618,0.2536
377,0.0634761412,0.02216,1.69761533,0.2399
378,0.0588824521,0.02026,1.71448865,0.2499
379,0.0611703663,0.02074,1.64485816,0.2426
380,0.0604770787,0.02018,1.71567305,0.2519
381,0.0596890496,0.02064,1.74206336,0.2533
382,0.0625223298,0.02154,1.76224467,0.2622
383,0.0597480662,0.02032,1.72218755,0.2611
384,0.0587222884,0.02034,1.75439628,0.2592
385,0.0598662073,0.02098,1.87874048,0.2724
386,0.0641271682,0.02156,1.77665639,0.2625
387,0.0584305858,0.01996,1.7423999,0.2582
388,0.0580436699,0.01898,1.71698969,0.2486
389,0.0554917953,0.01852,1.66276932,0.2386
390,0.0597721577,0.0204,1.77811381,0.2527
391,0.0614986734,0.02022,1.75730722,0.2494
392,0.0628839647,0.021,1.7127051,0.2546
393,0.058921794,0.02044,1.75380896,0.2425
394,0.0569402418,0.0183,1.63387553,0.2369
395,0.0554959119,0.01926,1.76231877,0.251
396,0.0564490888,0.01942,1.70257669,0.2454
397,0.0619976166,0.02022,1.77834044,0.266
398,0.0582353202,0.0203,1.68082565,0.2342
399,0.055303307,0.019,1.70575884,0.2471
400,0.0544864044,0.01868,1.75250306,0.2569
401,0.0538712965,0.0184,1.73387727,0.2551
402,0.0541369459,0.01824,1.69840158,0.2587
403,0.0548840428,0.01838,1.74618004,0.2452
404,0.0587299891,0.02066,1.78075857,0.2506
405,0.0556162451,0.0185,1.76513887,0.2489
406,0.054645482,0.01876,1.7302286,0.2574
407,0.0548121356,0.01866,1.76828502,0.2507
408,0.0582202135,0.01984,1.78533829,0.266
409,0.0555269209,0.0187,1.74634922,0.2495
410,0.0550529073,0.01858,1.68448354,0.2361
411,0.0524187832,0.01724,1.69124602,0.2393
412,0.0512110913,0.01804,1.76438664,0.2432
413,0.056398761,0.01942,1.71259443,0.2416
414,0.0563552829,0.01996,1.73246062,0.2422
415,0.051999914,0.01774,1.7947258,0.2467
416,0.0523337875,0.0176,1.78572687,0.2511
417,0.0596216393,0.0203,1.78882756,0.2583
418,0.0566086267,0.0192,1.68498052,0.2369
419,0.0511922187,0.01756,1.82063144,0.2534
420,0.0579542137,0.01908,1.74669708,0.2413
421,0.0527711644,0.01774,1.76410177,0.2425
422,0.0501034724,0.01724,1.73831231,0.2456
423,0.054188317,0.01888,1.81508069,0.2535
424,0.053518525,0.01874,1.75795058,0.2455
425,0.0533364787,0.0182,1.76205465,0.2482
426,0.0544554638,0.01862,1.73696992,0.243
427,0.0514827037,0.01778,1.74626247,0.2498
428,0.0515719534,0.01746,1.81431568,0.264
429,0.0542448502,0.01786,1.76019641,0.2474
430,0.0528552587,0.0178,1.73141559,0.2503
431,0.0484010127,0.01662,1.82660493,0.254
432,0.0513264664,0.01706,1.79776776,0.2614
433,0.0533946636,0.01808,1.75671861,0.2468
434,0.0515331164,0.01728,1.74051559,0.2416
435,0.0556589339,0.01908,1.71587772,0.2445
436,0.0553917059,0.01836,1.75808311,0.251
437,0.045178954,0.0153,1.72388699,0.2444
438,0.0487904655,0.01638,1.80925329,0.245
439,0.0524390691,0.01778,1.79298515,0.2491
440,0.0533336227,0.0174,1.78401777,0.2579
441,0.0547384843,0.01848,1.72558494,0.2358
442,0.0535209271,0.0176,1.75079402,0.2441
443,0.0505503985,0.01718,1.78936608,0.2574
444,0.0474332628,0.01608,1.75267774,0.2503
445,0.0487475785,0.01606,1.8524875,0.2599
446,0.0534773685,0.0179,1.80079301,0.2488
447,0.047285776,0.01672,1.77741314,0.2563
448,0.0498243793,0.01664,1.69790991,0.2409
449,0.0516494624,0.01736,1.75709017,0.2424
450,0.0437813625,0.01472,1.70118539,0.2435
451,0.0497141678,0.01698,1.74430799,0.2569
452,0.0515136727,0.01746,1.74291907,0.246
453,0.0531222401,0.01786,1.72172479,0.2464
454,0.0511373552,0.01696,1.7183633,0.2455
455,0.0486919749,0.0163,1.72242064,0.2395
456,0.0465832666,0.01562,1.76980593,0.2449
457,0.0486983007,0.01656,1.73072061,0.24
458,0.0509367688,0.01676,1.84438452,0.2523
459,0.0488745609,0.01646,1.76757063,0.251
460,0.0510341204,0.01742,1.7500716,0.2526
461,0.0457209526,0.01564,1.66256804,0.2272
462,0.0477989132,0.0162,1.76571472,0.2406
463,0.0470063181,0.01616,1.80674683,0.2545
464,0.0530908283,0.01746,1.72225437,0.2435
465,0.051358848,0.0175,1.80219412,0.2537
466,0.0491194548,0.01718,1.70202982,0.2426
467,0.04636472,0.01572,1.78159674,0.2621
468,0.0501277241,0.01722,1.70732167,0.2348
469,0.0506889739,0.01706,1.77095462,0.2478
470,0.0464162625,0.01626,1.79292429,0.2488
471,0.0472138753,0.01574,1.72444659,0.2411
472,0.0496421261,0.01636,1.73555869,0.2428
473,0.0451343669,0.01556,1.83180738,0.2544
474,0.0439272819,0.015,1.73771482,0.2365
475,0.0509853432,0.01774,1.75050983,0.2425
476,0.0481734911,0.01606,1.73254851,0.2409
477,0.0463761786,0.0155,1.73094058,0.2458
478,0.0501878488,0.0165,1.81910588,0.2461
479,0.0467692167,0.01612,1.81125313,0.2469
480,0.0511934457,0.01726,1.78571101,0.2516
481,0.0434877246,0.0146,1.82546241,0.2503
482,0.0428164442,0.015,1.83539481,0.2502
483,0.0453406534,0.01544,1.82926293,0.2648
484,0.0466453861,0.01592,1.81631815,0.2538
485,0.0464379161,0.0157,1.77350872,0.2545
486,0.0484709322,0.01608,1.7669012,0.2348
487,0.0447963404,0.01486,1.73709812,0.2381
488,0.0424916409,0.01434,1.7881063,0.246
489,0.044978647,0.01476,1.75677705,0.24
490,0.0473705337,0.01602,1.79956089,0.2441
491,0.0446486161,0.0156,1.74996356,0.239
492,0.051743593,0.01792,1.73584781,0.2485
493,0.044536174,0.01494,1.76569053,0.2437
494,0.0480153067,0.01612,1.83101978,0.2512
495,0.0418391684,0.01446,1.77982581,0.2397
496,0.0450352138,0.015,1.82430907,0.2403
497,0.0457358047,0.01524,1.81151077,0.2422
498,0.0445409203,0.01536,1.82614731,0.2396
499,0.0442017033,0.01534,1.75317328,0.2405
500,0.0449739017,0.01524,1.75846389,0.2443
