Epoch,Train Loss,Train Error,Test Loss,Test Error
93,1.94862791,0.68298,1.69816083,0.6021
94,1.94806092,0.68426,1.69574971,0.6043
95,1.9452727,0.68288,1.69577651,0.6053
96,1.94611901,0.68168,1.69567495,0.6055
97,1.94215298,0.67812,1.68981255,0.6027
98,1.94177435,0.67928,1.6932443,0.6034
99,1.94222339,0.67848,1.69094919,0.6034
100,1.94151657,0.67668,1.68870133,0.6009
101,1.94230071,0.67886,1.68474765,0.6027
102,1.94121531,0.67474,1.68154616,0.6006
103,1.93588224,0.67454,1.68072339,0.5995
104,1.94056741,0.67624,1.68587558,0.6032
105,1.93527141,0.67328,1.67843511,0.599
106,1.93549455,0.67324,1.67646492,0.5993
107,1.93408393,0.67274,1.67367778,0.5973
108,1.93484339,0.67454,1.67750158,0.598
109,1.93263312,0.6731,1.67390035,0.5998
110,1.93246645,0.67128,1.66878468,0.5909
111,1.93120627,0.6705,1.67441896,0.599
112,1.92973042,0.67014,1.66391195,0.5937
113,1.92894984,0.66918,1.66257336,0.593
114,1.92904369,0.66944,1.66371406,0.5907
115,1.9277329,0.67158,1.66498596,0.592
116,1.92820859,0.66616,1.66230012,0.5885
117,1.92684144,0.66794,1.66070734,0.588
118,1.92428418,0.66628,1.65552303,0.5853
119,1.92174979,0.66494,1.65802145,0.5858
120,1.92370226,0.6679,1.65847008,0.5883
121,1.92406241,0.66528,1.65157827,0.5823
122,1.91990443,0.6652,1.64942584,0.5874
123,1.92155632,0.66564,1.65449302,0.5844
124,1.91871537,0.66342,1.6489326,0.5827
125,1.92056204,0.66242,1.64808932,0.5842
126,1.91690146,0.66266,1.64808561,0.5827
127,1.91761173,0.66344,1.64485216,0.5825
128,1.91463844,0.65922,1.64811983,0.5847
129,1.91466662,0.65976,1.64177362,0.5838
130,1.91489912,0.66008,1.64145477,0.576
131,1.91234821,0.6599,1.63963209,0.5793
132,1.91441029,0.6612,1.63732134,0.5785
133,1.91306369,0.66032,1.63684157,0.5773
134,1.90951845,0.65778,1.63785054,0.5749
135,1.91027033,0.6575,1.63357745,0.5755
136,1.91068908,0.6574,1.63039611,0.5724
137,1.91034336,0.65874,1.6293188,0.5726
138,1.90912439,0.65678,1.63615851,0.5762
139,1.90793456,0.65652,1.63239267,0.5737
140,1.90729767,0.65648,1.62906108,0.5745
141,1.90798887,0.65742,1.62763862,0.5728
142,1.90415808,0.65688,1.62604785,0.5721
143,1.9039498,0.65664,1.62128294,0.5689
144,1.90360466,0.65522,1.62095331,0.5694
145,1.90269264,0.65292,1.62467911,0.5723
146,1.90404075,0.65332,1.6228794,0.5729
147,1.89961002,0.65066,1.61169346,0.5701
148,1.90259268,0.65074,1.62041247,0.5679
149,1.90219176,0.65084,1.62165924,0.5689
150,1.90198398,0.6521,1.61829846,0.5709
151,1.90054099,0.65314,1.61971592,0.5689
152,1.90017072,0.65338,1.61570379,0.5697
153,1.89893504,0.65272,1.61235689,0.5668
154,1.90049709,0.65142,1.62164199,0.5666
155,1.89643734,0.65024,1.61047351,0.5652
156,1.89607164,0.65032,1.61184709,0.5644
157,1.89507015,0.6494,1.61104994,0.5679
158,1.89545445,0.65158,1.61205156,0.5679
159,1.89792033,0.65072,1.61248365,0.569
160,1.89619256,0.65042,1.60906672,0.5673
161,1.89492479,0.6488,1.6069621,0.5673
162,1.89626491,0.65036,1.60612298,0.5685
163,1.89151432,0.64488,1.60203021,0.5673
164,1.89482464,0.64744,1.60047794,0.562
165,1.89141456,0.6465,1.60462927,0.565
166,1.89383341,0.64646,1.60928383,0.5641
167,1.89193513,0.64518,1.59920753,0.5641
168,1.8916848,0.64704,1.60077174,0.5631
169,1.88904532,0.64646,1.59824016,0.5646
170,1.89230863,0.6474,1.60125186,0.5624
171,1.88994264,0.6448,1.59676837,0.5599
172,1.88908535,0.6461,1.59782978,0.5628
173,1.88768614,0.6453,1.59870878,0.5605
174,1.88875652,0.6457,1.59036742,0.5591
175,1.88800749,0.64686,1.5992176,0.5629
176,1.88520614,0.64414,1.59834917,0.5623
177,1.88836704,0.6456,1.5968051,0.5623
178,1.88572169,0.64464,1.59330862,0.5606
179,1.88445437,0.64396,1.59197437,0.5602
180,1.88515319,0.64436,1.58802087,0.5576
181,1.88402219,0.646,1.5909325,0.5574
182,1.88413083,0.64368,1.5891676,0.5562
183,1.88291659,0.64088,1.59556903,0.5599
184,1.88317495,0.6422,1.58536559,0.5551
185,1.88172608,0.6416,1.58586213,0.5576
186,1.87904839,0.63904,1.58381503,0.5571
187,1.88204937,0.64192,1.58591369,0.5548
188,1.88082942,0.63864,1.58835721,0.5582
189,1.88127107,0.6424,1.58189806,0.5552
190,1.87934292,0.64082,1.58578943,0.5576
191,1.88001168,0.63948,1.58534507,0.5548
192,1.87766909,0.6391,1.58605191,0.554
193,1.87636239,0.63856,1.57964668,0.5539
194,1.87898611,0.64006,1.58257415,0.5548
195,1.8751029,0.63662,1.57987145,0.5537
196,1.87821983,0.64006,1.58515959,0.5535
197,1.87441543,0.63714,1.57460384,0.5514
198,1.87687065,0.638,1.57707118,0.5527
199,1.87624922,0.63944,1.5764523,0.5507
200,1.87233148,0.63574,1.57575267,0.5529
201,1.87692059,0.63634,1.57225806,0.5497
202,1.87267299,0.63668,1.57635238,0.5519
203,1.87117172,0.63424,1.57283807,0.5476
204,1.87327719,0.63604,1.57135129,0.5503
205,1.87316904,0.6341,1.57130103,0.5525
206,1.87278847,0.6354,1.56871775,0.5513
207,1.87278269,0.63608,1.57070362,0.55
208,1.87189707,0.63586,1.57196113,0.5529
209,1.87458005,0.63538,1.56721544,0.5482
210,1.87179789,0.63582,1.56760928,0.551
211,1.86729583,0.63392,1.56465437,0.5467
212,1.87261648,0.6374,1.56979344,0.5488
213,1.8694493,0.63408,1.56701414,0.5463
214,1.86855318,0.6337,1.56705464,0.5502
215,1.8713243,0.63606,1.56413056,0.5455
216,1.8697172,0.63348,1.56271427,0.5488
217,1.86775139,0.63316,1.56727727,0.5453
218,1.86738112,0.63338,1.56633786,0.5491
219,1.86792931,0.63418,1.56253005,0.5485
220,1.86449914,0.63074,1.55615117,0.5448
221,1.86976896,0.6326,1.55973786,0.5442
222,1.86512149,0.63282,1.56249285,0.5465
223,1.8651382,0.63332,1.56064655,0.5432
224,1.86423667,0.62952,1.55963338,0.5451
225,1.8636468,0.63176,1.55762274,0.543
226,1.86282862,0.63046,1.55730165,0.5447
227,1.86049759,0.62646,1.55565746,0.5431
228,1.8609707,0.63066,1.5544304,0.5471
229,1.8624083,0.63272,1.55259454,0.5415
230,1.86199221,0.62918,1.55235953,0.5449
231,1.86252181,0.62932,1.55208529,0.5427
232,1.85970306,0.626,1.55163697,0.5443
233,1.86109231,0.62922,1.55306869,0.5443
234,1.86180328,0.63014,1.55427381,0.5425
235,1.86264056,0.63154,1.55028444,0.542
236,1.85970672,0.6305,1.5513024,0.5415
237,1.85788409,0.62746,1.55012398,0.5408
238,1.86072481,0.63128,1.5509261,0.5412
239,1.85848363,0.62874,1.54651747,0.5391
240,1.85897162,0.62824,1.54814923,0.5406
241,1.85746365,0.62652,1.54316669,0.5413
242,1.8562167,0.62644,1.54584624,0.5403
243,1.85946727,0.62874,1.54521762,0.5431
244,1.86040593,0.6287,1.54774966,0.5396
245,1.85816643,0.62622,1.54435443,0.5388
246,1.85658658,0.62668,1.54955886,0.5424
247,1.85919211,0.63034,1.54507099,0.541
248,1.85719666,0.6275,1.54451239,0.5414
249,1.85710375,0.62666,1.54734707,0.5447
250,1.85582689,0.62724,1.54805825,0.5437
251,1.85608327,0.62576,1.54176429,0.5396
252,1.8562636,0.62716,1.54448961,0.5392
253,1.85425522,0.62584,1.54505993,0.5371
254,1.85871289,0.62846,1.54118235,0.5375
255,1.85418698,0.62512,1.53710053,0.5363
256,1.84991534,0.6243,1.53805427,0.5362
257,1.8543474,0.62624,1.541766,0.5365
258,1.8535267,0.627,1.53927612,0.5376
259,1.85056012,0.6224,1.5359988,0.5318
260,1.85435167,0.62608,1.54268255,0.5337
261,1.85117676,0.6246,1.53206658,0.5341
262,1.85068401,0.62284,1.53202634,0.537
263,1.85031599,0.62258,1.53458227,0.5333
264,1.85121664,0.62294,1.53668381,0.5364
265,1.85237651,0.62608,1.53540854,0.5329
266,1.84993956,0.62444,1.53125478,0.5329
267,1.85190557,0.62578,1.5360393,0.5303
268,1.85423041,0.62592,1.53006801,0.5367
269,1.84756974,0.62408,1.53107399,0.5332
270,1.8482127,0.62222,1.53269642,0.535
271,1.84895937,0.62618,1.52832907,0.5317
272,1.84889398,0.62348,1.53072674,0.5322
273,1.84782629,0.6234,1.53134089,0.5344
274,1.84808288,0.62142,1.53279909,0.5304
275,1.84855787,0.62132,1.52794059,0.534
276,1.84453618,0.6198,1.52503907,0.5318
277,1.84496537,0.62218,1.52750646,0.5316
278,1.84601256,0.62214,1.52811559,0.531
279,1.84499899,0.62282,1.52389247,0.5325
280,1.8430958,0.61918,1.53028613,0.532
281,1.84825552,0.62384,1.52463562,0.5287
282,1.84776365,0.61924,1.5301519,0.5329
283,1.84548956,0.61958,1.52390477,0.5319
284,1.8426028,0.62222,1.52949938,0.5352
285,1.84721237,0.62202,1.53577829,0.534
286,1.84654573,0.6202,1.53088793,0.533
287,1.84317955,0.6204,1.52715681,0.5271
288,1.84343679,0.6189,1.51971159,0.5267
289,1.84435945,0.62008,1.52159739,0.5268
290,1.84432099,0.62004,1.52445268,0.5301
291,1.84222155,0.62076,1.52990443,0.5291
292,1.84005624,0.61704,1.52387649,0.5291
293,1.84089876,0.62046,1.52097652,0.5281
294,1.84300248,0.62146,1.52277256,0.5274
295,1.84314602,0.61922,1.52000463,0.5304
296,1.83998888,0.6168,1.52219132,0.527
297,1.8391952,0.61654,1.52086169,0.5289
298,1.83977365,0.61818,1.52301012,0.5271
299,1.83924843,0.6207,1.51831447,0.53
300,1.83919127,0.61648,1.51693853,0.5252
301,1.84247724,0.61978,1.52334061,0.5281
302,1.83730002,0.61692,1.52572466,0.5286
303,1.84011708,0.61844,1.51917678,0.5275
304,1.83711993,0.6177,1.51726837,0.5291
305,1.83748187,0.61794,1.51458654,0.524
306,1.83662449,0.61628,1.51967419,0.5245
307,1.83600257,0.61658,1.52214517,0.5274
308,1.83687644,0.61694,1.51531108,0.5215
309,1.83898637,0.61568,1.52153394,0.5258
310,1.83543866,0.6177,1.52008623,0.5224
311,1.83805075,0.61612,1.51541615,0.5236
312,1.83839809,0.61772,1.51485084,0.5231
313,1.83747237,0.61612,1.51960549,0.5251
314,1.83626484,0.6167,1.514948,0.5221
315,1.83740994,0.61788,1.51296421,0.5224
316,1.83765445,0.61742,1.51842257,0.5226
317,1.83560393,0.61448,1.51275665,0.5218
318,1.83338224,0.61502,1.51163187,0.5229
319,1.83639959,0.61818,1.51515543,0.5244
320,1.83582225,0.61554,1.5128677,0.521
321,1.83575189,0.61848,1.51168461,0.5208
322,1.83328511,0.61546,1.50940547,0.5205
323,1.83252011,0.61434,1.51472332,0.5244
324,1.83318988,0.61374,1.51143857,0.522
325,1.83504317,0.61568,1.5082057,0.5221
326,1.83347428,0.61282,1.51025204,0.5226
327,1.83348227,0.61396,1.51065824,0.5202
328,1.83045433,0.61248,1.50945949,0.5231
329,1.83015736,0.61286,1.50721589,0.5227
330,1.83355082,0.6143,1.51356139,0.5248
331,1.83304782,0.61554,1.50980551,0.5228
332,1.83025934,0.61156,1.50812431,0.5202
333,1.83272108,0.61214,1.50758939,0.5213
334,1.83173657,0.61182,1.51285524,0.523
335,1.82948434,0.61482,1.50478708,0.5222
336,1.82909446,0.61238,1.50861162,0.521
337,1.83029607,0.61336,1.5104738,0.5217
338,1.82962821,0.61316,1.5132165,0.5219
339,1.82865016,0.6119,1.50579144,0.5224
340,1.83285721,0.61288,1.5081782,0.5201
341,1.83394489,0.61434,1.50389895,0.5201
342,1.82850301,0.61288,1.50560927,0.5189
343,1.82666324,0.61282,1.50623463,0.5218
344,1.82878216,0.61376,1.50688493,0.5196
345,1.82653497,0.61156,1.50731084,0.518
346,1.82677494,0.61148,1.50500956,0.5186
347,1.82958888,0.61266,1.50367798,0.5174
348,1.82710314,0.61196,1.50481941,0.5178
349,1.82534368,0.61248,1.50914359,0.5185
350,1.82371338,0.61054,1.50451223,0.5163
351,1.82695215,0.61096,1.50310807,0.5166
352,1.82617259,0.61044,1.50719325,0.5153
353,1.82962682,0.6104,1.50379412,0.5165
354,1.82592413,0.6098,1.5052187,0.5182
355,1.82516677,0.60992,1.5064309,0.5186
356,1.82666228,0.60978,1.49848693,0.5175
357,1.82477521,0.60936,1.50128906,0.5164
358,1.82364399,0.61026,1.50276798,0.5175
359,1.82726727,0.6112,1.50232267,0.5175
360,1.825735,0.6092,1.49936488,0.5155
361,1.82388321,0.61046,1.5008435,0.5154
362,1.82444892,0.61178,1.50355105,0.5192
363,1.8250601,0.60976,1.50132423,0.5144
364,1.82216224,0.61014,1.50289199,0.5173
365,1.82436854,0.61022,1.50777584,0.5166
366,1.82383149,0.6092,1.50021965,0.5183
367,1.82787757,0.61046,1.50582648,0.5198
368,1.82340623,0.60982,1.49689636,0.515
369,1.8247994,0.61018,1.49917725,0.5189
370,1.82439201,0.61054,1.49859913,0.5166
371,1.81894532,0.60724,1.49747579,0.5152
372,1.82246217,0.60816,1.50022455,0.5163
373,1.82315105,0.60882,1.50301165,0.5175
374,1.82096886,0.60898,1.50081944,0.5137
375,1.82002906,0.60736,1.49611153,0.5169
376,1.82414263,0.60944,1.50192385,0.5173
377,1.81974367,0.60884,1.49691455,0.5132
378,1.82400903,0.6103,1.49744785,0.5136
379,1.82292213,0.61052,1.49994939,0.5127
380,1.82060333,0.60804,1.50416478,0.5171
381,1.81912002,0.60844,1.49820505,0.512
382,1.82017142,0.6085,1.49892795,0.5143
383,1.82427091,0.60938,1.50334246,0.5146
384,1.81937506,0.6069,1.50580238,0.5166
385,1.82083868,0.60866,1.49408806,0.5123
386,1.82234769,0.61072,1.49945812,0.513
387,1.81916557,0.60892,1.49449679,0.5124
388,1.81605247,0.60772,1.5009024,0.513
389,1.8207762,0.60848,1.49390665,0.5128
390,1.82090445,0.60768,1.49145409,0.5138
391,1.82242466,0.6091,1.49634056,0.5135
392,1.81861729,0.60762,1.49552331,0.5109
393,1.81853435,0.606,1.49992776,0.5135
394,1.82033523,0.60854,1.49198888,0.5103
395,1.81705967,0.60654,1.48819453,0.51
396,1.8186448,0.60294,1.49908041,0.5113
397,1.81625313,0.60544,1.49127896,0.51
398,1.8207373,0.60946,1.49494566,0.5108
399,1.81847841,0.6051,1.49120585,0.5077
400,1.81986257,0.60762,1.49639933,0.5132
401,1.81611109,0.6046,1.50029148,0.5149
402,1.81714496,0.60722,1.48995261,0.5129
403,1.81829554,0.60606,1.48825119,0.5123
404,1.81829975,0.60706,1.48821544,0.5123
405,1.81490234,0.606,1.49172401,0.5085
406,1.82100663,0.6076,1.49670436,0.5124
407,1.81680485,0.60574,1.48910974,0.513
408,1.81610881,0.60562,1.48837183,0.5105
409,1.81563049,0.60512,1.48844795,0.5054
410,1.81194395,0.60538,1.4990966,0.5159
411,1.81806827,0.60942,1.4951506,0.5112
412,1.81482173,0.60546,1.48957368,0.5087
413,1.81418579,0.6051,1.48449028,0.5096
414,1.8133013,0.60588,1.50296798,0.514
415,1.81123888,0.60476,1.48568415,0.5109
416,1.82043838,0.60836,1.48296695,0.5097
417,1.81120024,0.6046,1.4898581,0.511
418,1.81595818,0.60552,1.48755508,0.5145
419,1.81351,0.60478,1.4893701,0.5101
420,1.81599124,0.60562,1.48703352,0.5095
421,1.81156374,0.6043,1.48591462,0.5058
422,1.81508377,0.60596,1.49376775,0.5097
423,1.81549765,0.6055,1.48519128,0.511
424,1.8159133,0.6054,1.48691373,0.5114
425,1.81056468,0.60264,1.48698315,0.508
426,1.81402734,0.60608,1.48376079,0.5067
427,1.81454643,0.60528,1.48543514,0.5111
428,1.80941442,0.602,1.48169124,0.5096
429,1.81018623,0.60248,1.48520883,0.5096
430,1.81337566,0.60452,1.48265799,0.5094
431,1.81330756,0.60414,1.48873609,0.5062
432,1.81475899,0.60406,1.48417168,0.5111
433,1.81237118,0.60276,1.491066,0.5126
434,1.81243401,0.60352,1.48601139,0.5128
435,1.81273951,0.60482,1.48385159,0.5099
436,1.81110743,0.6036,1.48089827,0.5064
437,1.81259283,0.60228,1.48656026,0.5123
438,1.81180216,0.60292,1.4891406,0.5126
439,1.81130697,0.60608,1.48371214,0.5093
440,1.81038899,0.60374,1.4775874,0.5072
441,1.81300181,0.60342,1.48391387,0.5078
442,1.80960207,0.60296,1.485098,0.5088
443,1.81027561,0.60156,1.48174894,0.5116
444,1.80785229,0.60176,1.48328086,0.5087
445,1.80937073,0.60504,1.4810419,0.5093
446,1.81306272,0.6019,1.47454503,0.5096
447,1.81151462,0.606,1.49533985,0.5145
448,1.80816123,0.6035,1.47763046,0.5065
449,1.81125236,0.60274,1.48190681,0.5069
450,1.81091829,0.60414,1.47995059,0.5123
451,1.81024906,0.60364,1.4860467,0.5094
452,1.80985385,0.6037,1.48310642,0.5106
453,1.80934294,0.60316,1.47720834,0.5083
454,1.80870286,0.60128,1.48132434,0.5062
455,1.81105256,0.60562,1.47873183,0.5087
456,1.80993204,0.6017,1.48266273,0.5112
457,1.80959303,0.60112,1.47769031,0.5095
458,1.80819275,0.6043,1.48842327,0.5086
459,1.80925906,0.59998,1.47858953,0.509
460,1.80756891,0.6033,1.48014963,0.5081
461,1.80673894,0.60296,1.47460546,0.5041
462,1.8084534,0.60286,1.47902526,0.5093
463,1.80617614,0.60214,1.47420557,0.5071
464,1.80508005,0.60084,1.47671634,0.508
465,1.80739596,0.60208,1.47414279,0.5042
466,1.80874929,0.60196,1.47304541,0.5027
467,1.80674928,0.6013,1.47419436,0.5048
468,1.80718892,0.60084,1.48613593,0.5084
469,1.80805738,0.60302,1.47912558,0.5068
470,1.80735869,0.6,1.47445772,0.5068
471,1.80659116,0.60066,1.47626951,0.5058
472,1.8067758,0.60268,1.47563433,0.5077
473,1.80645784,0.60074,1.47639799,0.5052
474,1.80866256,0.60068,1.47653834,0.5092
475,1.80486817,0.60016,1.47755261,0.5041
476,1.80657578,0.59952,1.47635068,0.5079
477,1.80610051,0.60062,1.47422041,0.5079
478,1.80403409,0.59774,1.48472108,0.5111
479,1.80708615,0.60044,1.47997352,0.5115
480,1.80226058,0.60022,1.47350779,0.5081
481,1.80572445,0.6013,1.47280756,0.5026
482,1.80408729,0.59964,1.47683778,0.5052
483,1.80296945,0.5983,1.47381089,0.505
484,1.80785615,0.6019,1.47714108,0.5049
485,1.80611797,0.60096,1.47293168,0.5052
486,1.80446487,0.60032,1.47248692,0.5039
487,1.80486038,0.5989,1.47800075,0.5074
488,1.80224464,0.59842,1.47577254,0.5049
489,1.8049016,0.60026,1.47543472,0.5021
490,1.8022046,0.59678,1.46799563,0.5005
491,1.80403049,0.59802,1.47342944,0.5048
492,1.80438853,0.59902,1.46741245,0.5035
493,1.80481059,0.60064,1.47077871,0.5035
494,1.80261998,0.59926,1.47316405,0.5027
495,1.80465543,0.59962,1.46641587,0.4962
496,1.80375374,0.59972,1.46935231,0.5026
497,1.80172873,0.59708,1.48012293,0.5062
498,1.80110308,0.59964,1.47112105,0.5039
499,1.80337656,0.60134,1.47361917,0.5043
500,1.80355437,0.6007,1.46763163,0.5086
